ROWID	_PhysicalAttackMinRevision|INTEGER	_PhysicalAttackMaxRevision|INTEGER	_MagicAttackMinRevision|INTEGER	_MagicAttackMaxRevision|INTEGER	_PhysicalDefenseRevision|INTEGER	_MagicDefenseRevision|INTEGER	_MaxHPRevision|INTEGER	_MaxSPRevision|INTEGER	_RecoverySPRevision|INTEGER	_StiffRevision|INTEGER	_StiffResistanceRevision|INTEGER	_CriticalRevision|INTEGER	_CriticalResistanceRevision|INTEGER	_StunRevision|INTEGER	_StunResistanceRevision|INTEGER	_SuperAmmorRevision|INTEGER	_MoveSpeedRevision|INTEGER	_FinalDamageRevision|INTEGER	_ElementAttackRevision|INTEGER	_ElementDefenseRevision|INTEGER	_StrengthRevision|INTEGER	_AgilityRevision|INTEGER	_IntelligenceRevision|INTEGER	_StaminaRevision|INTEGER	_CriticalDamageRevision|INTEGER	_PVPAttackPowerRevision|INTEGER	_PVPDefencePowerRevision|INTEGER
6685	7358	9445	5494	7356	51299	46191	49950	64750	812	8607	8607	14626	30114	7172	4162	100	300	3793	1	1	2300	3042	1836	2022	14626	1	1
6686	7921	10168	5914	7919	55224	49726	53790	69720	874	9267	9267	15747	32424	7722	4482	100	300	3908	1	1	2478	3276	1978	2178	15747	1	1
6687	8524	10942	6364	8522	59426	53509	57900	75040	941	9972	9972	16948	34902	8310	4825	100	300	4022	1	1	2668	3527	2130	2345	16948	1	1
6688	9166	11767	6844	9164	63904	57541	62280	80710	1012	10725	10725	18227	37538	8938	5190	100	300	4137	1	1	2870	3795	2292	2523	18227	1	1
6689	9841	12633	7348	9838	68603	61772	66870	86660	1086	11517	11517	19568	40299	9598	5572	100	300	4252	1	1	3082	4076	2462	2710	19568	1	1
6690	10563	13559	7887	10560	73634	66302	71790	93030	1166	12360	12360	21008	43270	10300	5982	100	300	4367	1	1	3310	4376	2644	2910	21008	1	1
6691	11349	14568	8473	11345	79107	71231	77130	99960	1252	13284	13284	22569	46484	11070	6428	100	300	4522	1	1	3558	4702	2842	3128	22569	1	1
6692	12198	15658	9107	12194	85022	76557	82890	107450	1346	14280	14280	24260	49970	11900	6908	100	300	4678	1	1	3825	5055	3056	3364	24260	1	1
6693	13118	16839	9794	13113	91435	82332	89160	115570	1447	15357	15357	26093	53750	12798	7430	100	300	4833	1	1	4115	5438	3288	3619	26093	1	1
6694	14110	18112	10534	14105	98345	88554	95910	124320	1557	16521	16521	28066	57813	13768	7992	100	300	4989	1	1	4428	5850	3538	3894	28066	1	1
6695	15173	19477	11328	15167	105753	95225	103140	133700	1674	17766	17766	30184	62181	14805	8595	100	300	5144	1	1	4762	6293	3806	4189	30184	1	1
6696	16308	20933	12175	16301	113658	102343	110880	143710	1799	19095	19095	32442	66832	15912	9240	100	300	5300	1	1	5120	6765	4092	4503	32442	1	1
6697	17514	22481	13075	17507	122061	109910	119070	154350	1932	20511	20511	34842	71778	17092	9922	100	300	5455	1	1	5500	7266	4396	4838	34842	1	1
6698	18792	24121	14029	18783	130962	117925	127770	165620	2073	22008	22008	37384	77018	18340	10648	100	300	5611	1	1	5902	7798	4718	5192	37384	1	1
6699	20149	25862	15042	20140	140415	126437	137010	177590	2222	23598	23598	40084	82582	19665	11418	100	300	5766	1	1	6330	8362	5060	5568	40084	1	1
6700	21569	27685	16102	21559	150311	135348	146670	190120	2379	25263	25263	42912	88410	21052	12222	100	300	5922	1	1	6778	8952	5418	5962	42912	1	1
6701	34	44	25	33	222	201	270	350	4	48	48	72	158	40	22	100	300	75	1	1	12	17	10	11	72	1	1
6702	40	50	29	39	258	233	300	420	5	54	54	86	189	45	25	100	300	87	1	1	14	19	12	13	86	1	1
6703	45	57	33	44	294	265	360	455	6	63	63	96	210	52	30	100	300	99	1	1	16	22	13	15	96	1	1
6704	51	64	37	49	329	298	390	525	6	69	69	110	242	58	32	100	300	111	1	1	18	25	15	16	110	1	1
6705	56	71	41	54	365	329	450	560	7	78	78	120	262	65	38	100	300	123	1	1	20	28	16	18	120	1	1
6706	62	78	45	59	400	362	480	630	8	84	84	134	294	70	40	100	300	135	1	1	22	30	18	20	134	1	1
6707	67	85	49	65	436	394	540	700	9	90	90	144	315	75	45	100	300	147	1	1	24	32	20	22	144	1	1
6708	73	92	53	70	471	426	570	735	9	99	99	158	346	82	48	100	300	159	1	1	26	36	21	23	158	1	1
6709	78	99	57	75	507	458	630	805	10	105	105	168	368	88	52	100	300	171	1	1	28	38	23	25	168	1	1
6710	84	106	61	80	543	490	660	840	11	114	114	181	399	95	55	100	300	183	1	1	30	41	24	27	181	1	1
6711	89	113	65	86	578	522	690	910	11	123	123	192	420	102	58	100	300	195	1	1	32	43	26	29	192	1	1
6712	94	119	69	91	614	555	750	980	12	126	126	205	452	105	62	100	300	207	1	1	34	46	28	30	205	1	1
6713	100	127	73	96	649	586	780	1015	13	138	138	215	472	115	65	100	300	219	1	1	36	49	29	32	215	1	1
6714	105	133	77	102	685	619	840	1085	13	141	141	229	504	118	70	100	300	231	1	1	38	51	31	34	229	1	1
6715	124	158	91	122	842	758	870	1120	17	153	153	250	525	128	72	100	300	285	1	1	48	62	38	42	250	1	1
6716	131	167	96	129	886	799	930	1190	18	162	162	265	556	135	78	100	300	300	1	1	50	66	40	44	265	1	1
6717	138	176	101	135	931	839	990	1260	18	171	171	279	588	142	82	100	300	315	1	1	52	70	42	46	279	1	1
6718	144	184	106	142	976	879	1050	1330	19	177	177	297	630	148	88	100	300	330	1	1	55	73	44	48	297	1	1
6719	151	193	111	148	1020	919	1080	1400	20	189	189	312	662	158	90	100	300	345	1	1	58	75	46	51	312	1	1
6720	158	202	116	155	1064	959	1140	1470	21	198	198	326	693	165	95	100	300	360	1	1	60	79	48	53	326	1	1
6721	165	210	121	162	1109	999	1200	1540	22	207	207	341	724	172	100	100	300	375	1	1	62	83	50	55	341	1	1
6722	171	219	126	168	1153	1040	1260	1610	23	216	216	355	756	180	105	100	300	390	1	1	65	86	52	57	355	1	1
6723	178	227	131	175	1198	1080	1320	1680	24	225	225	370	788	188	110	100	300	405	1	1	68	89	54	59	370	1	1
6724	185	236	136	181	1242	1120	1350	1750	24	237	237	384	819	198	112	100	300	420	1	1	70	92	56	62	384	1	1
6725	195	249	143	191	1309	1180	1440	1855	26	249	249	407	872	208	120	100	300	442	1	1	74	97	59	65	407	1	1
6726	206	262	151	201	1375	1240	1530	1960	27	264	264	427	914	220	128	100	300	465	1	1	78	102	62	68	427	1	1
6727	216	275	158	211	1442	1300	1590	2065	28	279	279	451	966	232	132	100	300	487	1	1	81	107	65	72	451	1	1
6728	226	288	166	220	1509	1361	1680	2170	30	291	291	474	1018	242	140	100	300	510	1	1	85	112	68	75	474	1	1
6729	236	301	173	230	1575	1421	1770	2275	31	306	306	494	1060	255	148	100	300	532	1	1	89	117	71	78	494	1	1
6730	246	313	180	240	1642	1481	1860	2380	32	318	318	518	1113	265	155	100	300	555	1	1	92	123	74	81	518	1	1
6731	257	326	188	250	1708	1541	1920	2485	34	333	333	541	1166	278	160	100	300	577	1	1	96	127	77	85	541	1	1
6732	267	339	195	260	1775	1602	2010	2590	35	348	348	561	1208	290	168	100	300	600	1	1	100	132	80	88	561	1	1
6733	280	356	205	273	1864	1682	2130	2730	37	363	363	593	1281	302	178	100	300	630	1	1	105	139	84	92	593	1	1
6734	294	374	215	286	1953	1762	2220	2870	38	384	384	622	1344	320	185	100	300	660	1	1	110	145	88	97	622	1	1
6735	308	391	225	299	2042	1842	2340	3010	40	402	402	651	1407	335	195	100	300	690	1	1	115	152	92	101	651	1	1
6736	322	408	235	312	2131	1923	2430	3150	42	423	423	680	1470	352	202	100	300	720	1	1	120	158	96	106	680	1	1
6737	335	425	245	325	2220	2003	2550	3290	44	441	441	709	1533	368	212	100	300	750	1	1	125	165	100	110	709	1	1
6738	348	442	254	338	2309	2083	2670	3430	46	456	456	741	1606	380	222	100	300	780	1	1	130	172	104	114	741	1	1
6739	362	460	264	351	2397	2163	2760	3570	47	477	477	770	1670	398	230	100	300	810	1	1	135	178	108	119	770	1	1
6740	376	477	274	364	2486	2244	2880	3710	49	495	495	799	1732	412	240	100	300	850	1	1	140	185	112	123	799	1	1
6741	402	509	293	389	2651	2393	3090	3990	52	534	534	856	1858	445	258	100	300	894	1	1	148	196	118	130	856	1	1
6742	427	542	311	413	2813	2540	3300	4270	56	570	570	916	1995	475	275	100	300	938	1	1	156	207	124	137	916	1	1
6743	453	574	329	437	2976	2687	3510	4550	60	609	609	972	2121	508	292	100	300	982	1	1	164	218	130	144	972	1	1
6744	476	603	346	459	3119	2817	3750	4830	63	642	642	1030	2258	535	312	100	300	1026	1	1	172	230	136	150	1030	1	1
6745	505	639	366	485	3298	2978	3990	5145	67	687	687	1092	2394	572	332	100	300	1070	1	1	181	243	143	158	1092	1	1
6746	533	674	386	512	3474	3137	4230	5460	71	729	729	1156	2541	608	352	100	300	1114	1	1	190	256	150	166	1156	1	1
6747	561	709	406	538	3650	3297	4470	5775	75	771	771	1221	2688	642	372	100	300	1158	1	1	200	268	157	174	1221	1	1
6748	589	744	426	564	3821	3452	4710	6090	79	813	813	1285	2835	678	392	100	300	1202	1	1	209	281	164	182	1285	1	1
6749	620	782	448	592	4013	3626	4980	6440	83	858	858	1358	3003	715	415	100	300	1246	1	1	220	295	172	191	1358	1	1
6750	653	824	471	624	4224	3817	5250	6790	88	906	906	1429	3160	755	438	100	300	1290	1	1	230	310	180	200	1429	1	1
6751	709	898	516	684	4663	4210	5520	7140	92	951	951	1525	3328	792	460	100	300	1336	1	1	242	327	190	211	1525	1	1
6752	756	958	551	732	5005	4517	5790	7490	96	999	999	1608	3486	832	482	100	300	1382	1	1	255	343	200	222	1608	1	1
6753	809	1028	592	788	5405	4877	6090	7875	101	1050	1050	1703	3664	875	508	100	300	1428	1	1	269	361	211	234	1703	1	1
6754	864	1101	635	846	5821	5250	6390	8260	106	1101	1101	1800	3843	918	532	100	300	1474	1	1	282	380	222	246	1800	1	1
6755	921	1175	679	906	6250	5634	6690	8645	111	1152	1152	1898	4022	960	558	100	300	1520	1	1	296	398	233	258	1898	1	1
6756	979	1251	724	967	6694	6032	6990	9030	116	1200	1200	2001	4210	1000	582	100	300	1566	1	1	310	416	244	270	2001	1	1
6757	1046	1339	776	1038	7207	6493	7290	9450	121	1260	1260	2111	4400	1050	608	100	300	1612	1	1	325	435	256	284	2111	1	1
6758	1117	1433	833	1115	7771	6998	7620	9870	126	1314	1314	2228	4599	1095	635	100	300	1658	1	1	340	455	268	297	2228	1	1
6759	1184	1521	885	1187	8289	7462	7950	10290	131	1371	1371	2338	4788	1142	662	100	300	1704	1	1	355	475	280	310	2338	1	1
6760	1231	1582	921	1234	8621	7761	8280	10710	136	1425	1425	2434	4988	1188	690	100	300	1750	1	1	370	495	292	323	2434	1	1
6761	1287	1654	962	1290	9008	8109	8640	11200	143	1491	1491	2545	5218	1242	720	100	300	1812	1	1	388	517	306	339	2545	1	1
6762	1358	1745	1016	1361	9506	8557	9150	11830	150	1572	1572	2688	5512	1310	762	100	300	1874	1	1	410	548	324	358	2688	1	1
6763	1446	1858	1081	1448	10114	9105	9720	12600	160	1677	1677	2861	5870	1398	810	100	300	1937	1	1	438	583	346	383	2861	1	1
6764	1549	1990	1158	1551	10833	9752	10440	13510	172	1797	1797	3065	6290	1498	870	100	300	1999	1	1	470	627	372	411	3065	1	1
6765	1668	2143	1247	1670	11662	10499	11250	14560	185	1938	1938	3301	6772	1615	938	100	300	2062	1	1	508	676	402	444	3301	1	1
6766	1803	2316	1347	1805	12601	11345	12150	15750	200	2097	2097	3570	7329	1748	1012	100	300	2124	1	1	550	732	436	482	3570	1	1
6767	1953	2509	1460	1956	13652	12291	13200	17080	216	2271	2271	3871	7948	1892	1100	100	300	2186	1	1	598	795	474	523	3871	1	1
6768	2124	2728	1587	2126	14841	13362	14340	18585	235	2472	2472	4211	8652	2060	1195	100	300	2249	1	1	651	866	517	571	4211	1	1
6769	2315	2973	1730	2317	16168	14557	15630	20265	256	2697	2697	4589	9429	2248	1302	100	300	2311	1	1	711	945	565	624	4589	1	1
6770	2525	3243	1886	2527	17632	15875	17070	22120	279	2943	2943	5007	10290	2452	1422	100	300	2374	1	1	778	1032	618	682	5007	1	1
6771	2743	3523	2049	2745	19154	17245	18570	24045	303	3198	3198	5441	11182	2665	1548	100	300	2458	1	1	846	1124	673	742	5441	1	1
6772	2969	3813	2218	2971	20728	18663	20100	26040	328	3462	3462	5893	12117	2885	1675	100	300	2543	1	1	918	1217	730	805	5893	1	1
6773	3199	4108	2390	3201	22331	20106	21660	28070	354	3732	3732	6351	13062	3110	1805	100	300	2627	1	1	990	1313	788	869	6351	1	1
6774	3442	4419	2571	3443	24018	21626	23310	30205	380	4017	4017	6831	14049	3348	1942	100	300	2712	1	1	1066	1414	849	936	6831	1	1
6775	3699	4750	2763	3700	25814	23243	25080	32480	409	4317	4317	7345	15110	3598	2090	100	300	2797	1	1	1148	1521	914	1007	7345	1	1
6776	3969	5096	2964	3970	27694	24935	26910	34860	438	4635	4635	7881	16212	3862	2242	100	300	2881	1	1	1232	1634	982	1082	7881	1	1
6777	4251	5458	3175	4252	29657	26703	28830	37345	469	4965	4965	8441	17367	4138	2402	100	300	2966	1	1	1321	1751	1053	1160	8441	1	1
6778	4545	5835	3394	4545	31703	28545	30810	39935	502	5310	5310	9027	18574	4425	2568	100	300	3050	1	1	1414	1872	1127	1242	9027	1	1
6779	4850	6226	3622	4850	33830	30461	32910	42630	536	5664	5664	9637	19834	4720	2742	100	300	3135	1	1	1510	2000	1204	1326	9637	1	1
6780	5167	6634	3859	5167	36042	32452	35070	45430	570	6036	6036	10269	21136	5030	2922	100	300	3220	1	1	1610	2132	1284	1414	10269	1	1
6781	5524	7092	4125	5524	38529	34692	37500	48580	610	6456	6456	10978	22596	5380	3125	100	300	3334	1	1	1722	2281	1374	1513	10978	1	1
6782	5921	7601	4422	5921	41293	37181	40200	52080	654	6921	6921	11767	24224	5768	3350	100	300	3449	1	1	1848	2445	1474	1623	11767	1	1
6783	6357	8161	4747	6357	44334	39919	43170	55930	702	7431	7431	12638	26019	6192	3598	100	300	3564	1	1	1985	2627	1584	1744	12638	1	1
6784	6833	8772	5103	6833	47651	42906	46410	60130	754	7989	7989	13585	27972	6658	3868	100	300	3678	1	1	2135	2825	1704	1876	13585	1	1
6785	7358	9445	5494	7356	51299	46191	49950	64750	812	8607	8607	14626	30114	7172	4162	100	300	3793	1	1	2300	3042	1836	2022	14626	1	1
6786	7921	10168	5914	7919	55224	49726	53790	69720	874	9267	9267	15747	32424	7722	4482	100	300	3908	1	1	2478	3276	1978	2178	15747	1	1
6787	8524	10942	6364	8522	59426	53509	57900	75040	941	9972	9972	16948	34902	8310	4825	100	300	4022	1	1	2668	3527	2130	2345	16948	1	1
6788	9166	11767	6844	9164	63904	57541	62280	80710	1012	10725	10725	18227	37538	8938	5190	100	300	4137	1	1	2870	3795	2292	2523	18227	1	1
6789	9841	12633	7348	9838	68603	61772	66870	86660	1086	11517	11517	19568	40299	9598	5572	100	300	4252	1	1	3082	4076	2462	2710	19568	1	1
6790	10563	13559	7887	10560	73634	66302	71790	93030	1166	12360	12360	21008	43270	10300	5982	100	300	4367	1	1	3310	4376	2644	2910	21008	1	1
6791	11349	14568	8473	11345	79107	71231	77130	99960	1252	13284	13284	22569	46484	11070	6428	100	300	4522	1	1	3558	4702	2842	3128	22569	1	1
6792	12198	15658	9107	12194	85022	76557	82890	107450	1346	14280	14280	24260	49970	11900	6908	100	300	4678	1	1	3825	5055	3056	3364	24260	1	1
6793	13118	16839	9794	13113	91435	82332	89160	115570	1447	15357	15357	26093	53750	12798	7430	100	300	4833	1	1	4115	5438	3288	3619	26093	1	1
6794	14110	18112	10534	14105	98345	88554	95910	124320	1557	16521	16521	28066	57813	13768	7992	100	300	4989	1	1	4428	5850	3538	3894	28066	1	1
6795	15173	19477	11328	15167	105753	95225	103140	133700	1674	17766	17766	30184	62181	14805	8595	100	300	5144	1	1	4762	6293	3806	4189	30184	1	1
6796	16308	20933	12175	16301	113658	102343	110880	143710	1799	19095	19095	32442	66832	15912	9240	100	300	5300	1	1	5120	6765	4092	4503	32442	1	1
6797	17514	22481	13075	17507	122061	109910	119070	154350	1932	20511	20511	34842	71778	17092	9922	100	300	5455	1	1	5500	7266	4396	4838	34842	1	1
6798	18792	24121	14029	18783	130962	117925	127770	165620	2073	22008	22008	37384	77018	18340	10648	100	300	5611	1	1	5902	7798	4718	5192	37384	1	1
6799	20149	25862	15042	20140	140415	126437	137010	177590	2222	23598	23598	40084	82582	19665	11418	100	300	5766	1	1	6330	8362	5060	5568	40084	1	1
6800	21569	27685	16102	21559	150311	135348	146670	190120	2379	25263	25263	42912	88410	21052	12222	100	300	5922	1	1	6778	8952	5418	5962	42912	1	1
6801	34	44	25	33	222	201	270	350	4	48	48	72	158	40	22	100	300	75	1	1	12	17	10	11	72	1	1
6802	40	50	29	39	258	233	300	420	5	54	54	86	189	45	25	100	300	87	1	1	14	19	12	13	86	1	1
6803	45	57	33	44	294	265	360	455	6	63	63	96	210	52	30	100	300	99	1	1	16	22	13	15	96	1	1
6804	51	64	37	49	329	298	390	525	6	69	69	110	242	58	32	100	300	111	1	1	18	25	15	16	110	1	1
6805	56	71	41	54	365	329	450	560	7	78	78	120	262	65	38	100	300	123	1	1	20	28	16	18	120	1	1
6806	62	78	45	59	400	362	480	630	8	84	84	134	294	70	40	100	300	135	1	1	22	30	18	20	134	1	1
6807	67	85	49	65	436	394	540	700	9	90	90	144	315	75	45	100	300	147	1	1	24	32	20	22	144	1	1
6808	73	92	53	70	471	426	570	735	9	99	99	158	346	82	48	100	300	159	1	1	26	36	21	23	158	1	1
6809	78	99	57	75	507	458	630	805	10	105	105	168	368	88	52	100	300	171	1	1	28	38	23	25	168	1	1
6810	84	106	61	80	543	490	660	840	11	114	114	181	399	95	55	100	300	183	1	1	30	41	24	27	181	1	1
6811	89	113	65	86	578	522	690	910	11	123	123	192	420	102	58	100	300	195	1	1	32	43	26	29	192	1	1
6812	94	119	69	91	614	555	750	980	12	126	126	205	452	105	62	100	300	207	1	1	34	46	28	30	205	1	1
6813	100	127	73	96	649	586	780	1015	13	138	138	215	472	115	65	100	300	219	1	1	36	49	29	32	215	1	1
6814	105	133	77	102	685	619	840	1085	13	141	141	229	504	118	70	100	300	231	1	1	38	51	31	34	229	1	1
6815	124	158	91	122	842	758	870	1120	17	153	153	250	525	128	72	100	300	285	1	1	48	62	38	42	250	1	1
6816	131	167	96	129	886	799	930	1190	18	162	162	265	556	135	78	100	300	300	1	1	50	66	40	44	265	1	1
6817	138	176	101	135	931	839	990	1260	18	171	171	279	588	142	82	100	300	315	1	1	52	70	42	46	279	1	1
6818	144	184	106	142	976	879	1050	1330	19	177	177	297	630	148	88	100	300	330	1	1	55	73	44	48	297	1	1
6819	151	193	111	148	1020	919	1080	1400	20	189	189	312	662	158	90	100	300	345	1	1	58	75	46	51	312	1	1
6820	158	202	116	155	1064	959	1140	1470	21	198	198	326	693	165	95	100	300	360	1	1	60	79	48	53	326	1	1
6821	165	210	121	162	1109	999	1200	1540	22	207	207	341	724	172	100	100	300	375	1	1	62	83	50	55	341	1	1
6822	171	219	126	168	1153	1040	1260	1610	23	216	216	355	756	180	105	100	300	390	1	1	65	86	52	57	355	1	1
6823	178	227	131	175	1198	1080	1320	1680	24	225	225	370	788	188	110	100	300	405	1	1	68	89	54	59	370	1	1
6824	185	236	136	181	1242	1120	1350	1750	24	237	237	384	819	198	112	100	300	420	1	1	70	92	56	62	384	1	1
6825	195	249	143	191	1309	1180	1440	1855	26	249	249	407	872	208	120	100	300	442	1	1	74	97	59	65	407	1	1
6826	206	262	151	201	1375	1240	1530	1960	27	264	264	427	914	220	128	100	300	465	1	1	78	102	62	68	427	1	1
6827	216	275	158	211	1442	1300	1590	2065	28	279	279	451	966	232	132	100	300	487	1	1	81	107	65	72	451	1	1
6828	226	288	166	220	1509	1361	1680	2170	30	291	291	474	1018	242	140	100	300	510	1	1	85	112	68	75	474	1	1
6829	236	301	173	230	1575	1421	1770	2275	31	306	306	494	1060	255	148	100	300	532	1	1	89	117	71	78	494	1	1
6830	246	313	180	240	1642	1481	1860	2380	32	318	318	518	1113	265	155	100	300	555	1	1	92	123	74	81	518	1	1
6831	257	326	188	250	1708	1541	1920	2485	34	333	333	541	1166	278	160	100	300	577	1	1	96	127	77	85	541	1	1
6832	267	339	195	260	1775	1602	2010	2590	35	348	348	561	1208	290	168	100	300	600	1	1	100	132	80	88	561	1	1
6833	280	356	205	273	1864	1682	2130	2730	37	363	363	593	1281	302	178	100	300	630	1	1	105	139	84	92	593	1	1
6834	294	374	215	286	1953	1762	2220	2870	38	384	384	622	1344	320	185	100	300	660	1	1	110	145	88	97	622	1	1
6835	308	391	225	299	2042	1842	2340	3010	40	402	402	651	1407	335	195	100	300	690	1	1	115	152	92	101	651	1	1
6836	322	408	235	312	2131	1923	2430	3150	42	423	423	680	1470	352	202	100	300	720	1	1	120	158	96	106	680	1	1
6837	335	425	245	325	2220	2003	2550	3290	44	441	441	709	1533	368	212	100	300	750	1	1	125	165	100	110	709	1	1
6838	348	442	254	338	2309	2083	2670	3430	46	456	456	741	1606	380	222	100	300	780	1	1	130	172	104	114	741	1	1
6839	362	460	264	351	2397	2163	2760	3570	47	477	477	770	1670	398	230	100	300	810	1	1	135	178	108	119	770	1	1
6840	376	477	274	364	2486	2244	2880	3710	49	495	495	799	1732	412	240	100	300	850	1	1	140	185	112	123	799	1	1
6841	402	509	293	389	2651	2393	3090	3990	52	534	534	856	1858	445	258	100	300	894	1	1	148	196	118	130	856	1	1
6842	427	542	311	413	2813	2540	3300	4270	56	570	570	916	1995	475	275	100	300	938	1	1	156	207	124	137	916	1	1
6843	453	574	329	437	2976	2687	3510	4550	60	609	609	972	2121	508	292	100	300	982	1	1	164	218	130	144	972	1	1
6844	476	603	346	459	3119	2817	3750	4830	63	642	642	1030	2258	535	312	100	300	1026	1	1	172	230	136	150	1030	1	1
6845	505	639	366	485	3298	2978	3990	5145	67	687	687	1092	2394	572	332	100	300	1070	1	1	181	243	143	158	1092	1	1
6846	533	674	386	512	3474	3137	4230	5460	71	729	729	1156	2541	608	352	100	300	1114	1	1	190	256	150	166	1156	1	1
6847	561	709	406	538	3650	3297	4470	5775	75	771	771	1221	2688	642	372	100	300	1158	1	1	200	268	157	174	1221	1	1
6848	589	744	426	564	3821	3452	4710	6090	79	813	813	1285	2835	678	392	100	300	1202	1	1	209	281	164	182	1285	1	1
6849	620	782	448	592	4013	3626	4980	6440	83	858	858	1358	3003	715	415	100	300	1246	1	1	220	295	172	191	1358	1	1
6850	653	824	471	624	4224	3817	5250	6790	88	906	906	1429	3160	755	438	100	300	1290	1	1	230	310	180	200	1429	1	1
6851	709	898	516	684	4663	4210	5520	7140	92	951	951	1525	3328	792	460	100	300	1336	1	1	242	327	190	211	1525	1	1
6852	756	958	551	732	5005	4517	5790	7490	96	999	999	1608	3486	832	482	100	300	1382	1	1	255	343	200	222	1608	1	1
6853	809	1028	592	788	5405	4877	6090	7875	101	1050	1050	1703	3664	875	508	100	300	1428	1	1	269	361	211	234	1703	1	1
6854	864	1101	635	846	5821	5250	6390	8260	106	1101	1101	1800	3843	918	532	100	300	1474	1	1	282	380	222	246	1800	1	1
6855	921	1175	679	906	6250	5634	6690	8645	111	1152	1152	1898	4022	960	558	100	300	1520	1	1	296	398	233	258	1898	1	1
6856	979	1251	724	967	6694	6032	6990	9030	116	1200	1200	2001	4210	1000	582	100	300	1566	1	1	310	416	244	270	2001	1	1
6857	1046	1339	776	1038	7207	6493	7290	9450	121	1260	1260	2111	4400	1050	608	100	300	1612	1	1	325	435	256	284	2111	1	1
6858	1117	1433	833	1115	7771	6998	7620	9870	126	1314	1314	2228	4599	1095	635	100	300	1658	1	1	340	455	268	297	2228	1	1
6859	1184	1521	885	1187	8289	7462	7950	10290	131	1371	1371	2338	4788	1142	662	100	300	1704	1	1	355	475	280	310	2338	1	1
6860	1231	1582	921	1234	8621	7761	8280	10710	136	1425	1425	2434	4988	1188	690	100	300	1750	1	1	370	495	292	323	2434	1	1
6861	1287	1654	962	1290	9008	8109	8640	11200	143	1491	1491	2545	5218	1242	720	100	300	1812	1	1	388	517	306	339	2545	1	1
6862	1358	1745	1016	1361	9506	8557	9150	11830	150	1572	1572	2688	5512	1310	762	100	300	1874	1	1	410	548	324	358	2688	1	1
6863	1446	1858	1081	1448	10114	9105	9720	12600	160	1677	1677	2861	5870	1398	810	100	300	1937	1	1	438	583	346	383	2861	1	1
6864	1549	1990	1158	1551	10833	9752	10440	13510	172	1797	1797	3065	6290	1498	870	100	300	1999	1	1	470	627	372	411	3065	1	1
6865	1668	2143	1247	1670	11662	10499	11250	14560	185	1938	1938	3301	6772	1615	938	100	300	2062	1	1	508	676	402	444	3301	1	1
6866	1803	2316	1347	1805	12601	11345	12150	15750	200	2097	2097	3570	7329	1748	1012	100	300	2124	1	1	550	732	436	482	3570	1	1
6867	1953	2509	1460	1956	13652	12291	13200	17080	216	2271	2271	3871	7948	1892	1100	100	300	2186	1	1	598	795	474	523	3871	1	1
6868	2124	2728	1587	2126	14841	13362	14340	18585	235	2472	2472	4211	8652	2060	1195	100	300	2249	1	1	651	866	517	571	4211	1	1
6869	2315	2973	1730	2317	16168	14557	15630	20265	256	2697	2697	4589	9429	2248	1302	100	300	2311	1	1	711	945	565	624	4589	1	1
6870	2525	3243	1886	2527	17632	15875	17070	22120	279	2943	2943	5007	10290	2452	1422	100	300	2374	1	1	778	1032	618	682	5007	1	1
6871	2743	3523	2049	2745	19154	17245	18570	24045	303	3198	3198	5441	11182	2665	1548	100	300	2458	1	1	846	1124	673	742	5441	1	1
6872	2969	3813	2218	2971	20728	18663	20100	26040	328	3462	3462	5893	12117	2885	1675	100	300	2543	1	1	918	1217	730	805	5893	1	1
6873	3199	4108	2390	3201	22331	20106	21660	28070	354	3732	3732	6351	13062	3110	1805	100	300	2627	1	1	990	1313	788	869	6351	1	1
6874	3442	4419	2571	3443	24018	21626	23310	30205	380	4017	4017	6831	14049	3348	1942	100	300	2712	1	1	1066	1414	849	936	6831	1	1
6875	3699	4750	2763	3700	25814	23243	25080	32480	409	4317	4317	7345	15110	3598	2090	100	300	2797	1	1	1148	1521	914	1007	7345	1	1
6876	3969	5096	2964	3970	27694	24935	26910	34860	438	4635	4635	7881	16212	3862	2242	100	300	2881	1	1	1232	1634	982	1082	7881	1	1
6877	4251	5458	3175	4252	29657	26703	28830	37345	469	4965	4965	8441	17367	4138	2402	100	300	2966	1	1	1321	1751	1053	1160	8441	1	1
6878	4545	5835	3394	4545	31703	28545	30810	39935	502	5310	5310	9027	18574	4425	2568	100	300	3050	1	1	1414	1872	1127	1242	9027	1	1
6879	4850	6226	3622	4850	33830	30461	32910	42630	536	5664	5664	9637	19834	4720	2742	100	300	3135	1	1	1510	2000	1204	1326	9637	1	1
6880	5167	6634	3859	5167	36042	32452	35070	45430	570	6036	6036	10269	21136	5030	2922	100	300	3220	1	1	1610	2132	1284	1414	10269	1	1
6881	5524	7092	4125	5524	38529	34692	37500	48580	610	6456	6456	10978	22596	5380	3125	100	300	3334	1	1	1722	2281	1374	1513	10978	1	1
6882	5921	7601	4422	5921	41293	37181	40200	52080	654	6921	6921	11767	24224	5768	3350	100	300	3449	1	1	1848	2445	1474	1623	11767	1	1
6883	6357	8161	4747	6357	44334	39919	43170	55930	702	7431	7431	12638	26019	6192	3598	100	300	3564	1	1	1985	2627	1584	1744	12638	1	1
6884	6833	8772	5103	6833	47651	42906	46410	60130	754	7989	7989	13585	27972	6658	3868	100	300	3678	1	1	2135	2825	1704	1876	13585	1	1
